"Database Query/s (QPS)","Database Query/s (QPS)"
2023-04-27 20:28:40,54.92
2023-04-27 20:28:42,54.25
2023-04-27 20:28:44,53.48
2023-04-27 20:28:46,53.15
2023-04-27 20:28:48,52.10
2023-04-27 20:28:50,52.02
2023-04-27 20:28:52,50.82
2023-04-27 20:28:54,49.24
2023-04-27 20:28:56,47.39
2023-04-27 20:28:58,46.35
2023-04-27 20:29:00,45.22
2023-04-27 20:29:02,44.05
2023-04-27 20:29:04,42.88
2023-04-27 20:29:06,42.11
2023-04-27 20:29:08,41.81
2023-04-27 20:29:10,41.62
2023-04-27 20:29:12,41.15
2023-04-27 20:29:14,40.69
2023-04-27 20:29:16,40.64
2023-04-27 20:29:18,39.57
2023-04-27 20:29:20,38.68
2023-04-27 20:29:22,37.53
2023-04-27 20:29:24,36.09
2023-04-27 20:29:26,34.53
2023-04-27 20:29:28,32.97
2023-04-27 20:29:30,32.71
2023-04-27 20:29:32,32.72
2023-04-27 20:29:34,32.72
2023-04-27 20:29:36,32.04
2023-04-27 20:29:38,31.60
2023-04-27 20:29:40,31.60
2023-04-27 20:29:42,31.59
2023-04-27 20:29:44,30.94
2023-04-27 20:29:46,30.48
2023-04-27 20:29:48,30.47
2023-04-27 20:29:50,30.48
2023-04-27 20:29:52,29.75
2023-04-27 20:29:54,29.35
2023-04-27 20:29:56,29.37
2023-04-27 20:29:58,29.38
2023-04-27 20:30:00,28.54
2023-04-27 20:30:02,27.64
2023-04-27 20:30:04,26.49
2023-04-27 20:30:06,25.39
2023-04-27 20:30:08,24.22
2023-04-27 20:30:10,23.70
2023-04-27 20:30:12,23.70
2023-04-27 20:30:14,23.51
2023-04-27 20:30:16,22.56
2023-04-27 20:30:18,22.55
2023-04-27 20:30:20,22.56
2023-04-27 20:30:22,21.45
2023-04-27 20:30:24,21.45
2023-04-27 20:30:26,21.41
2023-04-27 20:30:28,20.34
2023-04-27 20:30:30,20.35
2023-04-27 20:30:32,20.23
2023-04-27 20:30:34,18.64
2023-04-27 20:30:36,17.00
2023-04-27 20:30:38,15.81
2023-04-27 20:30:40,15.81
2023-04-27 20:30:42,15.82
2023-04-27 20:30:44,15.82
2023-04-27 20:30:46,15.82
2023-04-27 20:30:48,15.84
2023-04-27 20:30:50,15.85
2023-04-27 20:30:52,15.86
2023-04-27 20:30:54,15.86
2023-04-27 20:30:56,15.86
2023-04-27 20:30:58,15.86
2023-04-27 20:31:00,15.87
2023-04-27 20:31:02,15.87
2023-04-27 20:31:04,15.88
2023-04-27 20:31:06,15.89
2023-04-27 20:31:08,15.89
2023-04-27 20:31:10,15.88
2023-04-27 20:31:12,15.89
2023-04-27 20:31:14,15.89
2023-04-27 20:31:16,15.88
2023-04-27 20:31:18,15.89
2023-04-27 20:31:20,15.89
2023-04-27 20:31:22,15.89
2023-04-27 20:31:24,15.91
2023-04-27 20:31:26,15.91
2023-04-27 20:31:28,15.91
2023-04-27 20:31:30,15.92
2023-04-27 20:31:32,15.93
2023-04-27 20:31:34,15.94
2023-04-27 20:31:36,15.97
2023-04-27 20:31:38,15.96
2023-04-27 20:31:40,15.94
2023-04-27 20:31:42,15.93
2023-04-27 20:31:44,15.94
2023-04-27 20:31:46,15.96
2023-04-27 20:31:48,15.96
2023-04-27 20:31:50,15.95
2023-04-27 20:31:52,15.96
2023-04-27 20:31:54,15.95
2023-04-27 20:31:56,15.95
2023-04-27 20:31:58,15.95
2023-04-27 20:32:00,15.97
2023-04-27 20:32:02,15.95
2023-04-27 20:32:04,15.96
2023-04-27 20:32:06,15.94

